,id,id_client,id_product,qtd,total,sale_date
47,49.0,14.0,74.0,7.0,575614.5,2024-08-29
48,50.0,8.0,19.0,15.0,246485.0,2023-12-26
49,51.0,2.0,52.0,4.0,54816.0,2024-08-28
50,52.0,45.0,106.0,13.0,57003.0,2024-03-16
51,53.0,2.0,25.0,12.0,145518.0,2024-10-03
52,54.0,27.0,144.0,4.0,8857.0,2024-09-30
53,55.0,35.0,54.0,3.0,346373.8,2024-11-24
54,56.0,1.0,125.0,13.0,44227.0,2024-11-03
55,57.0,40.0,110.0,11.0,27451.0,2023-07-17
56,58.0,46.0,45.0,2.0,19807.0,2024-08-22
57,60.0,11.0,49.0,14.0,176415.0,2024-03-20
58,61.0,28.0,56.0,8.0,326714.5,2024-05-09
59,62.0,10.0,113.0,15.0,62627.8,2024-05-18
60,63.0,43.0,42.0,15.0,85398.35,2024-01-27
61,64.0,24.0,106.0,13.0,57003.0,2023-10-17
62,65.0,21.0,4.0,7.0,22489.35,2024-10-14
63,66.0,33.0,114.0,9.0,7194.0,2024-12-10
64,67.0,18.0,85.0,3.0,109949.2,2024-04-02
65,68.0,43.0,139.0,9.0,12824.0,2024-01-16
66,69.0,34.0,139.0,8.0,11399.0,2023-09-18
67,70.0,4.0,98.0,13.0,980110.25,2023-08-13
68,71.0,43.0,70.0,5.0,163188.15,2023-09-09
69,72.0,16.0,48.0,2.0,29473.0,2024-10-08
70,73.0,24.0,10.0,3.0,91294.05,2024-12-20
71,74.0,45.0,54.0,11.0,1270038.85,2024-09-25
72,75.0,38.0,91.0,10.0,1348860.0,2024-09-21
73,76.0,28.0,18.0,14.0,353413.3,2024-07-03
74,77.0,6.0,110.0,2.0,4741.45,2024-12-13
75,78.0,43.0,105.0,7.0,2167.0,2024-08-13
76,79.0,10.0,12.0,13.0,35440.0,2024-12-31
77,80.0,46.0,13.0,6.0,46483.0,2024-06-03
78,81.0,28.0,82.0,10.0,490523.0,2024-11-04
79,82.0,33.0,32.0,9.0,106895.9,2024-11-07
80,83.0,17.0,123.0,5.0,13190.75,2023-03-04
81,84.0,25.0,35.0,1.0,10455.7,2023-01-05
82,85.0,18.0,80.0,7.0,904567.0,2024-05-09
83,86.0,15.0,145.0,8.0,34799.0,2023-02-06
84,87.0,7.0,20.0,14.0,431668.0,2023-11-24
85,88.0,29.0,147.0,5.0,15150.0,2024-11-03
86,89.0,30.0,75.0,8.0,262147.0,2023-12-21
87,90.0,2.0,72.0,3.0,284044.3,2024-07-22
88,91.0,23.0,36.0,15.0,339021.0,2023-06-01
89,92.0,40.0,2.0,7.0,93087.65,2023-04-19
90,93.0,37.0,113.0,11.0,45927.75,2023-11-01
91,94.0,36.0,90.0,8.0,632779.0,2023-02-08
92,95.0,25.0,131.0,12.0,11563.0,2024-12-17
93,96.0,11.0,82.0,8.0,392418.4,2023-08-22
94,97.0,25.0,48.0,2.0,29473.0,2024-09-18
95,98.0,21.0,142.0,2.0,1570.35,2024-02-13
96,99.0,49.0,81.0,9.0,1099336.0,2024-06-01
97,100.0,22.0,93.0,4.0,381812.6,2023-01-21
98,101.0,11.0,47.0,8.0,48984.0,2024-04-07
99,102.0,9.0,67.0,9.0,733495.95,2024-02-02
100,103.0,36.0,146.0,5.0,2356.0,2023-12-04
101,104.0,11.0,24.0,11.0,242776.3,2024-02-03
102,105.0,23.0,77.0,6.0,254816.6,2023-10-31
103,106.0,48.0,143.0,8.0,35491.0,2023-03-29
104,107.0,38.0,98.0,8.0,634889.0,2024-10-08
105,108.0,4.0,139.0,6.0,8121.55,2023-01-19
106,109.0,39.0,96.0,7.0,494346.0,2024-09-18
107,110.0,34.0,148.0,8.0,38284.0,2024-10-27
108,111.0,28.0,32.0,10.0,125025.0,2023-06-03
109,112.0,37.0,100.0,9.0,894331.9,2024-12-11
110,113.0,28.0,28.0,9.0,121910.65,2024-12-06
111,114.0,12.0,75.0,5.0,163842.0,2023-03-05
112,115.0,27.0,85.0,1.0,36650.05,2023-08-10
113,116.0,7.0,130.0,3.0,11810.4,2023-03-19
114,117.0,27.0,18.0,3.0,75731.15,2023-03-06
115,118.0,18.0,122.0,10.0,13225.0,2023-07-22
116,119.0,46.0,80.0,1.0,129224.0,2023-04-08
117,120.0,6.0,81.0,15.0,1832227.0,2023-06-17
118,121.0,25.0,132.0,13.0,20319.0,2024-02-14
119,122.0,8.0,128.0,10.0,44181.65,2023-09-03
120,123.0,10.0,106.0,6.0,24993.55,2023-06-15
121,124.0,21.0,43.0,3.0,105291.0,2023-05-18
122,125.0,44.0,112.0,11.0,23990.0,2024-08-23
123,126.0,29.0,80.0,5.0,613813.05,2024-07-14
124,127.0,26.0,55.0,7.0,769910.0,2024-09-02
125,128.0,1.0,53.0,14.0,751450.0,2023-03-24
126,129.0,3.0,82.0,11.0,567974.0,2024-02-26
127,130.0,15.0,123.0,2.0,5554.0,2024-12-18
128,132.0,3.0,5.0,12.0,284028.0,2024-10-15
129,133.0,34.0,122.0,2.0,2512.75,2024-11-13
130,134.0,7.0,18.0,7.0,176706.65,2023-11-01
131,135.0,14.0,22.0,11.0,433981.0,2024-09-26
132,136.0,16.0,70.0,10.0,343554.0,2023-02-03
133,137.0,17.0,62.0,5.0,511110.0,2024-11-14
134,138.0,45.0,86.0,4.0,355388.35,2023-11-06
135,139.0,38.0,123.0,1.0,2638.15,2024-12-22
136,140.0,20.0,83.0,5.0,640318.05,2024-05-29
137,141.0,29.0,127.0,5.0,7359.65,2024-06-15
138,142.0,9.0,34.0,5.0,24588.0,2024-12-28
139,143.0,23.0,142.0,5.0,3925.4,2024-03-16
140,144.0,27.0,116.0,4.0,10302.0,2024-01-15
141,145.0,3.0,122.0,12.0,15076.5,2023-10-16
142,146.0,11.0,70.0,10.0,343554.0,2023-12-26
143,147.0,24.0,129.0,1.0,3102.7,2023-01-07
144,148.0,13.0,111.0,15.0,61064.1,2024-06-09
145,149.0,7.0,57.0,1.0,112851.45,2024-07-13
146,150.0,5.0,114.0,13.0,9871.45,2024-06-04
147,151.0,45.0,39.0,6.0,177797.0,2023-12-15
148,152.0,27.0,82.0,8.0,413072.0,2023-06-06
149,153.0,48.0,30.0,11.0,336990.65,2023-12-30
150,154.0,22.0,137.0,10.0,32162.25,2024-02-17
151,155.0,12.0,21.0,9.0,78611.0,2024-06-22
152,156.0,11.0,44.0,13.0,133464.55,2024-10-22
153,157.0,48.0,17.0,1.0,13337.05,2024-04-24
154,158.0,9.0,138.0,5.0,19869.25,2024-11-27
155,159.0,24.0,66.0,15.0,188574.0,2024-03-07
156,160.0,8.0,121.0,11.0,40637.0,2023-05-27
157,161.0,19.0,126.0,8.0,21416.0,2024-09-09
158,162.0,12.0,147.0,15.0,43178.45,2024-06-25
159,163.0,4.0,70.0,7.0,228463.6,2023-09-03
160,164.0,23.0,9.0,5.0,198528.0,2023-09-14
161,165.0,23.0,27.0,8.0,125487.4,2023-12-28
162,166.0,28.0,111.0,2.0,8570.0,2023-02-17
163,167.0,19.0,122.0,11.0,13819.65,2024-08-22
164,168.0,48.0,7.0,6.0,111257.35,2024-05-10
165,169.0,23.0,101.0,2.0,927.0,2023-01-24
166,170.0,16.0,116.0,1.0,2576.0,2023-12-30
167,171.0,8.0,24.0,12.0,278786.0,2023-12-22
168,172.0,15.0,123.0,13.0,34296.9,2023-07-26
169,173.0,13.0,131.0,1.0,964.0,2023-07-25
170,174.0,42.0,16.0,6.0,180036.0,2023-09-01
171,175.0,19.0,88.0,6.0,275518.05,2023-01-28
172,176.0,32.0,124.0,12.0,45239.0,2024-11-14
173,177.0,17.0,69.0,4.0,181060.0,2023-11-03
174,178.0,6.0,143.0,6.0,25288.05,2023-10-07
175,179.0,41.0,76.0,14.0,1971036.25,2024-09-27
176,180.0,25.0,38.0,2.0,52922.0,2024-05-16
177,181.0,28.0,127.0,11.0,16190.85,2023-02-02
178,182.0,7.0,115.0,5.0,4153.0,2023-06-09
179,183.0,27.0,80.0,9.0,1163015.0,2023-04-26
180,184.0,33.0,7.0,3.0,55628.2,2024-03-31
181,185.0,39.0,27.0,7.0,115580.0,2023-09-01
182,186.0,14.0,7.0,10.0,185428.6,2023-06-23
183,187.0,44.0,80.0,2.0,245525.6,2024-01-09
184,188.0,26.0,117.0,10.0,41030.0,2024-07-02
185,190.0,24.0,138.0,8.0,31790.8,2023-12-18
186,191.0,43.0,101.0,11.0,5097.0,2024-11-24
187,192.0,6.0,148.0,9.0,40916.5,2024-01-26
188,193.0,7.0,144.0,6.0,12620.75,2024-01-03
189,194.0,9.0,52.0,6.0,82225.0,2024-07-06
190,195.0,9.0,81.0,14.0,1710079.0,2023-06-24
191,196.0,8.0,74.0,9.0,779027.0,2023-12-26
192,197.0,2.0,83.0,12.0,1536764.65,2024-01-29
193,198.0,38.0,106.0,10.0,43849.0,2023-11-14
194,199.0,2.0,99.0,11.0,1120936.35,2023-10-31
195,200.0,20.0,44.0,7.0,71865.6,2023-10-20
196,201.0,38.0,79.0,11.0,727615.0,2023-03-24
197,202.0,27.0,57.0,8.0,950325.0,2023-05-11
198,203.0,13.0,18.0,3.0,79717.0,2023-01-18
199,204.0,22.0,138.0,8.0,31790.8,2024-08-24
200,205.0,41.0,119.0,9.0,27836.9,2023-09-25
201,206.0,9.0,124.0,8.0,28651.05,2024-08-30
202,207.0,10.0,51.0,15.0,914265.75,2024-09-01
203,208.0,37.0,74.0,3.0,259676.0,2024-07-21
204,209.0,38.0,15.0,10.0,278998.0,2024-11-09
205,210.0,29.0,18.0,12.0,302925.55,2024-02-04
206,211.0,17.0,108.0,14.0,44496.1,2023-08-31
207,212.0,5.0,9.0,4.0,150880.9,2023-02-23
208,213.0,6.0,35.0,8.0,88044.0,2023-08-27
209,214.0,14.0,66.0,7.0,83600.95,2023-11-15
210,215.0,43.0,144.0,13.0,28784.0,2023-09-16
211,216.0,9.0,55.0,3.0,313463.9,2024-09-08
212,217.0,22.0,112.0,13.0,26934.4,2023-10-19
213,218.0,38.0,84.0,8.0,330021.45,2024-01-16
214,219.0,9.0,115.0,14.0,11628.0,2023-11-02
215,220.0,29.0,23.0,14.0,148675.95,2024-08-29
216,221.0,39.0,104.0,4.0,14852.0,2023-07-23
217,222.0,27.0,116.0,9.0,23180.0,2023-06-21
218,223.0,18.0,125.0,9.0,29088.05,2023-06-11
219,224.0,42.0,34.0,10.0,46716.25,2023-11-21
220,225.0,41.0,106.0,14.0,58318.6,2023-03-09
221,226.0,18.0,144.0,13.0,27344.8,2024-09-14
222,227.0,15.0,9.0,6.0,238233.0,2024-11-18
223,228.0,6.0,78.0,6.0,730569.0,2024-01-24
224,229.0,42.0,100.0,4.0,418401.0,2023-07-17
225,230.0,14.0,78.0,5.0,578367.6,2024-04-08
226,231.0,6.0,16.0,4.0,120024.0,2023-11-05
227,232.0,42.0,144.0,9.0,18930.65,2024-01-18
228,233.0,23.0,83.0,4.0,539216.0,2023-05-06
229,234.0,46.0,22.0,2.0,74960.7,2024-08-17
230,235.0,29.0,131.0,2.0,1830.65,2024-07-28
231,236.0,33.0,113.0,10.0,41752.5,2023-08-01
232,237.0,36.0,117.0,14.0,57442.0,2024-03-23
233,238.0,40.0,55.0,4.0,417951.55,2024-04-17
234,239.0,28.0,28.0,10.0,142586.0,2024-10-01
235,240.0,47.0,91.0,10.0,1348860.0,2023-04-21
236,241.0,21.0,81.0,5.0,610742.0,2023-11-28
237,242.0,2.0,132.0,14.0,21882.0,2024-03-17
238,243.0,40.0,98.0,14.0,1055503.2,2023-02-23
239,244.0,28.0,130.0,10.0,41441.0,2024-07-17
240,245.0,12.0,55.0,7.0,769910.0,2024-10-07
241,246.0,28.0,137.0,14.0,47397.0,2023-01-07
242,247.0,23.0,22.0,11.0,412281.95,2024-05-23
243,248.0,36.0,103.0,12.0,21470.0,2024-12-28
244,249.0,38.0,67.0,13.0,1115258.0,2024-07-12
245,250.0,34.0,66.0,14.0,167202.85,2023-01-12
246,252.0,15.0,70.0,1.0,34355.0,2024-12-10
247,253.0,5.0,61.0,14.0,392261.0,2024-03-15
248,254.0,24.0,5.0,7.0,157398.85,2023-10-27
249,255.0,10.0,74.0,9.0,740075.65,2023-09-21
250,256.0,12.0,130.0,4.0,16576.0,2023-05-06
251,257.0,15.0,124.0,1.0,3581.5,2023-04-30
252,258.0,49.0,7.0,3.0,55628.2,2024-12-09
253,259.0,11.0,51.0,5.0,320795.0,2023-11-27
254,260.0,3.0,59.0,1.0,87166.0,2024-03-01
255,261.0,11.0,130.0,4.0,16576.0,2024-07-24
256,262.0,1.0,65.0,15.0,383366.0,2023-02-26
257,263.0,3.0,107.0,2.0,2875.65,2024-11-29
258,264.0,10.0,32.0,12.0,142528.5,2024-01-24
259,265.0,15.0,64.0,12.0,1338067.0,2024-12-01
260,266.0,45.0,16.0,9.0,270054.0,2023-08-17
261,267.0,41.0,101.0,14.0,6488.0,2023-07-15
262,268.0,24.0,97.0,5.0,676675.0,2024-09-11
263,269.0,4.0,82.0,8.0,413072.0,2024-06-13
264,270.0,2.0,119.0,12.0,39070.0,2024-09-16
265,271.0,49.0,105.0,15.0,4643.0,2023-08-20
266,272.0,6.0,106.0,8.0,33325.05,2023-10-05
267,273.0,2.0,143.0,15.0,66546.0,2024-01-21
268,274.0,40.0,141.0,9.0,43036.0,2024-07-14
269,275.0,40.0,67.0,6.0,514734.0,2024-02-25
270,276.0,41.0,110.0,10.0,23707.25,2023-12-12
271,277.0,9.0,55.0,1.0,104487.65,2023-05-11
272,278.0,21.0,129.0,1.0,3102.7,2023-02-21
273,279.0,1.0,71.0,12.0,1562089.0,2023-08-11
274,280.0,23.0,62.0,9.0,873998.1,2024-03-22
275,281.0,16.0,33.0,13.0,87305.0,2023-04-09
276,282.0,30.0,130.0,1.0,4144.0,2024-10-08
277,283.0,3.0,124.0,10.0,35814.05,2023-10-02
278,284.0,37.0,85.0,13.0,476446.85,2023-06-28
279,285.0,28.0,96.0,5.0,335448.8,2024-12-26
280,286.0,42.0,35.0,3.0,33017.0,2024-06-29
281,287.0,3.0,42.0,5.0,28465.8,2023-05-11
282,288.0,23.0,138.0,2.0,7947.7,2024-10-08
283,289.0,29.0,75.0,8.0,262147.0,2024-03-02
284,290.0,28.0,79.0,10.0,628394.6,2023-11-05
285,291.0,18.0,107.0,2.0,2875.65,2023-06-09
286,292.0,49.0,74.0,1.0,82231.05,2023-10-08
287,293.0,23.0,23.0,13.0,138055.9,2023-03-14
288,294.0,5.0,120.0,9.0,28120.0,2023-10-05
289,295.0,47.0,102.0,12.0,9984.0,2023-07-09
290,296.0,38.0,89.0,15.0,1180171.0,2024-09-16
291,297.0,28.0,4.0,11.0,37201.0,2023-11-12
292,298.0,6.0,98.0,1.0,75392.95,2023-05-26
293,299.0,42.0,137.0,6.0,20313.0,2024-11-15
294,300.0,19.0,62.0,1.0,102222.0,2024-05-08
295,301.0,30.0,96.0,10.0,706208.0,2024-10-23
296,302.0,44.0,74.0,11.0,904536.8,2024-04-08
297,303.0,28.0,8.0,9.0,44857.0,2023-01-09
298,304.0,7.0,35.0,2.0,22011.0,2024-01-21
299,305.0,11.0,38.0,12.0,317534.0,2024-02-19
300,306.0,12.0,70.0,6.0,206133.0,2023-04-01
301,307.0,10.0,144.0,4.0,8857.0,2023-07-19
302,308.0,16.0,124.0,3.0,11310.0,2023-12-26
303,309.0,19.0,63.0,13.0,1728477.5,2023-09-23
304,310.0,20.0,110.0,6.0,14224.35,2023-01-29
305,311.0,43.0,29.0,1.0,34684.5,2023-11-29
306,312.0,46.0,101.0,12.0,5282.95,2024-08-31
307,313.0,27.0,12.0,1.0,2589.7,2024-11-08
308,314.0,14.0,35.0,11.0,121061.0,2023-09-05
309,315.0,12.0,137.0,8.0,27084.0,2023-08-01
310,316.0,41.0,94.0,13.0,503272.95,2023-07-24
311,317.0,15.0,73.0,12.0,1717919.0,2024-06-10
312,318.0,1.0,97.0,9.0,1218016.0,2024-12-14
313,319.0,12.0,16.0,15.0,450090.0,2023-11-11
314,320.0,39.0,45.0,8.0,75268.5,2024-02-17
315,321.0,42.0,8.0,7.0,34889.0,2024-01-10
316,322.0,47.0,50.0,15.0,160683.0,2024-05-21
317,323.0,46.0,106.0,7.0,29159.3,2024-02-02
318,324.0,15.0,21.0,5.0,43673.0,2023-04-17
319,325.0,30.0,130.0,8.0,31495.35,2024-08-13
320,326.0,32.0,27.0,15.0,247672.0,2023-06-05
321,327.0,43.0,60.0,8.0,826508.55,2023-10-19
322,328.0,38.0,78.0,12.0,1388082.05,2024-07-26
323,329.0,3.0,123.0,1.0,2777.0,2024-11-30
324,331.0,2.0,97.0,11.0,1488686.0,2023-11-22
325,332.0,44.0,26.0,15.0,259248.0,2023-08-28
326,333.0,35.0,36.0,6.0,128827.6,2023-08-05
327,334.0,40.0,86.0,6.0,561139.0,2023-01-11
328,335.0,44.0,14.0,11.0,374225.9,2024-12-15
329,336.0,22.0,29.0,14.0,485587.75,2024-02-01
330,337.0,35.0,137.0,13.0,44011.0,2024-06-15
331,338.0,44.0,110.0,2.0,4741.45,2024-06-26
332,339.0,43.0,134.0,3.0,14153.0,2023-05-04
333,340.0,24.0,130.0,4.0,16576.0,2023-03-18
334,341.0,35.0,34.0,2.0,9343.25,2024-06-07
335,342.0,3.0,74.0,6.0,493383.45,2023-10-11
336,343.0,47.0,64.0,14.0,1483024.1,2023-07-11
337,344.0,47.0,138.0,12.0,50197.0,2024-05-16
338,345.0,36.0,89.0,3.0,236034.0,2024-10-21
339,346.0,48.0,39.0,14.0,394117.0,2024-12-15
340,347.0,17.0,63.0,11.0,1462557.3,2023-10-14
341,348.0,38.0,40.0,14.0,188648.15,2024-11-24
342,349.0,31.0,55.0,8.0,835903.1,2024-12-15
343,350.0,42.0,7.0,5.0,92714.3,2023-05-11
344,351.0,41.0,6.0,14.0,157208.85,2024-04-09
345,352.0,32.0,136.0,8.0,15788.0,2024-09-02
346,353.0,6.0,88.0,5.0,229597.9,2024-09-29
347,354.0,12.0,113.0,9.0,37577.25,2023-10-13
348,355.0,8.0,141.0,8.0,36341.3,2023-08-07
349,356.0,14.0,22.0,1.0,37480.35,2023-11-20
350,357.0,42.0,27.0,15.0,235288.4,2023-07-31
351,358.0,42.0,10.0,15.0,480496.0,2023-06-10
352,359.0,15.0,26.0,4.0,65676.35,2024-07-06
353,360.0,33.0,63.0,3.0,419873.0,2024-10-09
354,361.0,29.0,9.0,15.0,595582.0,2024-07-15
355,362.0,39.0,20.0,10.0,292917.3,2024-04-21
356,363.0,49.0,130.0,8.0,33153.0,2024-08-20
357,364.0,6.0,6.0,6.0,70921.0,2024-07-27
358,365.0,14.0,112.0,11.0,23990.0,2024-06-23
359,366.0,18.0,16.0,14.0,399079.8,2024-09-19
360,367.0,17.0,72.0,7.0,697652.0,2024-04-30
361,368.0,6.0,129.0,14.0,43440.65,2023-09-08
362,369.0,27.0,114.0,3.0,2398.0,2024-06-23
363,370.0,47.0,27.0,9.0,148603.0,2024-02-23
364,371.0,3.0,57.0,9.0,1015659.25,2024-05-24
365,372.0,42.0,77.0,7.0,312933.0,2023-02-20
366,373.0,29.0,145.0,6.0,26099.0,2024-01-31
367,374.0,6.0,22.0,15.0,562203.35,2024-06-08
368,375.0,43.0,16.0,1.0,30006.0,2024-07-26
369,376.0,33.0,88.0,15.0,725047.0,2024-10-17
370,377.0,15.0,59.0,15.0,1242117.4,2023-03-29
371,378.0,49.0,80.0,5.0,646119.0,2023-01-10
372,379.0,25.0,26.0,14.0,241965.0,2024-10-18
373,381.0,12.0,39.0,4.0,112604.45,2023-06-05
374,382.0,3.0,7.0,5.0,92714.3,2024-01-18
375,383.0,24.0,121.0,5.0,18471.0,2023-11-07
376,384.0,30.0,4.0,9.0,30437.0,2023-12-18
377,385.0,25.0,3.0,13.0,111448.3,2023-03-14
378,386.0,33.0,73.0,10.0,1431599.0,2024-08-31
379,387.0,5.0,115.0,12.0,9967.0,2023-02-21
380,388.0,6.0,85.0,3.0,109949.2,2024-01-28
381,389.0,32.0,145.0,1.0,4350.0,2024-12-18
382,390.0,30.0,9.0,9.0,357350.0,2024-01-06
383,391.0,29.0,69.0,2.0,90530.0,2024-04-09
384,392.0,47.0,120.0,1.0,3124.0,2023-03-18
385,393.0,39.0,130.0,6.0,24865.0,2023-07-10
386,394.0,25.0,128.0,11.0,48600.1,2023-08-17
387,395.0,3.0,29.0,11.0,381533.3,2023-02-27
388,396.0,9.0,67.0,13.0,1115258.0,2023-08-30
389,397.0,37.0,108.0,5.0,15891.6,2023-09-17
390,398.0,21.0,139.0,14.0,18950.6,2023-12-08
391,399.0,16.0,124.0,10.0,37699.0,2024-05-02
392,400.0,12.0,122.0,12.0,15870.0,2024-02-11
393,402.0,13.0,85.0,1.0,36650.05,2023-07-18
394,403.0,46.0,32.0,2.0,23754.75,2024-11-19
395,404.0,46.0,5.0,7.0,157398.85,2023-07-19
396,405.0,13.0,45.0,4.0,39615.0,2023-07-05
397,406.0,15.0,63.0,6.0,797758.7,2024-04-23
398,407.0,23.0,59.0,15.0,1307492.0,2024-08-24
399,408.0,9.0,68.0,9.0,571970.3,2023-11-16
400,409.0,42.0,15.0,7.0,195298.0,2023-12-23
401,410.0,5.0,22.0,12.0,473434.0,2024-07-24
402,411.0,38.0,89.0,15.0,1121162.45,2023-10-20
403,412.0,31.0,115.0,4.0,3155.9,2023-06-09
404,413.0,42.0,66.0,6.0,71658.5,2023-06-25
405,414.0,18.0,75.0,12.0,393221.0,2023-05-13
406,415.0,17.0,97.0,2.0,270670.0,2023-05-31
407,416.0,13.0,16.0,4.0,120024.0,2023-10-29
408,417.0,41.0,85.0,9.0,347208.0,2024-06-17
409,418.0,5.0,68.0,1.0,63552.15,2023-11-21
410,419.0,39.0,150.0,8.0,12506.75,2023-12-13
411,420.0,38.0,12.0,5.0,12949.45,2023-02-22
412,421.0,17.0,122.0,13.0,17192.0,2024-04-20
413,422.0,18.0,104.0,8.0,28218.8,2024-11-11
414,423.0,31.0,24.0,8.0,185857.0,2023-06-06
415,424.0,38.0,77.0,1.0,44705.0,2023-09-16
416,425.0,23.0,90.0,11.0,826567.45,2023-01-14
417,426.0,37.0,12.0,1.0,2726.0,2023-08-08
418,427.0,42.0,63.0,14.0,1861436.65,2024-07-30
419,428.0,28.0,43.0,4.0,140387.0,2024-05-12
420,429.0,7.0,108.0,10.0,33456.0,2024-01-24
421,430.0,46.0,5.0,10.0,236690.0,2023-11-24
422,431.0,28.0,47.0,7.0,40717.95,2023-10-03
423,432.0,30.0,27.0,1.0,15685.45,2023-04-20
424,433.0,14.0,40.0,9.0,127656.0,2024-03-16
425,434.0,46.0,98.0,13.0,980110.25,2024-09-29
426,435.0,33.0,55.0,1.0,109987.0,2023-05-02
427,436.0,33.0,47.0,6.0,36738.0,2024-03-18
428,437.0,25.0,110.0,11.0,26078.45,2024-12-01
429,438.0,6.0,88.0,6.0,275518.05,2024-01-04
430,439.0,13.0,1.0,2.0,66245.0,2024-02-01
431,440.0,20.0,83.0,6.0,808823.0,2024-02-28
432,441.0,28.0,64.0,14.0,1483024.1,2024-03-24
433,442.0,44.0,17.0,3.0,42116.0,2024-07-28
434,443.0,15.0,91.0,5.0,674430.0,2023-02-18
435,444.0,27.0,28.0,14.0,189639.0,2023-08-28
436,445.0,29.0,6.0,9.0,106382.0,2023-11-28
437,446.0,13.0,139.0,4.0,5700.0,2023-11-04
438,447.0,34.0,144.0,14.0,29448.1,2023-11-06
439,448.0,31.0,56.0,3.0,128966.0,2024-10-23
440,449.0,14.0,60.0,3.0,309940.35,2024-12-19
441,450.0,48.0,62.0,12.0,1165330.8,2023-08-26
442,451.0,42.0,54.0,13.0,1500955.35,2024-02-19
443,452.0,28.0,134.0,2.0,8963.25,2024-09-26
444,453.0,22.0,96.0,9.0,603808.6,2024-07-23
445,454.0,39.0,29.0,12.0,416217.8,2023-07-22
446,455.0,39.0,13.0,5.0,38736.0,2024-09-06
447,456.0,17.0,43.0,8.0,266736.25,2024-02-03
448,457.0,49.0,92.0,8.0,675291.35,2023-11-11
449,458.0,41.0,13.0,3.0,23241.0,2024-07-31
450,459.0,44.0,67.0,11.0,943680.0,2023-05-12
451,460.0,31.0,150.0,3.0,4690.15,2023-09-22
452,461.0,10.0,23.0,4.0,42479.25,2024-10-29
453,462.0,49.0,126.0,3.0,7629.45,2023-05-13
454,463.0,7.0,26.0,14.0,241965.0,2024-12-06
455,464.0,45.0,64.0,8.0,892044.0,2023-09-12
456,465.0,17.0,96.0,7.0,469628.7,2024-10-18
457,466.0,45.0,9.0,15.0,595582.0,2023-01-05
458,467.0,22.0,30.0,4.0,128991.0,2023-05-31
459,468.0,3.0,101.0,6.0,2641.0,2024-03-31
460,469.0,44.0,9.0,1.0,37720.7,2024-10-31
461,470.0,5.0,55.0,14.0,1539821.0,2024-02-29
462,471.0,33.0,36.0,12.0,271217.0,2023-03-25
463,472.0,26.0,56.0,7.0,285874.95,2023-04-01
