"id_venda","sale_date","id_product","qtd","valor_recebido_em_brl","custo_operacao_brl","saldo_operacao_brl","possui_prejuizo","valor_do_prejuizo"
4358,"2024-12-24",73,12,1717919.0,3051681.56898,-1333762.56898,Sim,1333762.56898
963,"2024-11-18",100,15,1569004.0,2901050.0964900004,-1332046.0964900004,Sim,1332046.0964900004
5772,"2023-03-06",73,14,1904027.05,3235595.5527,-1331568.5026999998,Sim,1331568.5026999998
2937,"2024-01-30",76,14,1971036.25,3299512.8133799997,-1328476.5633799997,Sim,1328476.5633799997
5327,"2024-09-27",76,12,1778379.0,3101237.7949800002,-1322858.7949800002,Sim,1322858.7949800002
2992,"2024-07-19",81,14,1624575.05,2945937.4009799995,-1321362.3509799994,Sim,1321362.3509799994
8845,"2024-06-11",97,14,1799956.45,3119200.2709840005,-1319243.8209840006,Sim,1319243.8209840006
5641,"2024-05-03",73,14,1904027.05,3220052.3306559995,-1316025.2806559994,Sim,1316025.2806559994
3633,"2024-12-18",58,13,1343984.0,2657785.994552,-1313801.994552,Sim,1313801.994552
2992,"2024-07-19",81,14,1624575.05,2937736.810288,-1313161.7602879999,Sim,1313161.7602879999
5594,"2024-08-29",81,15,1832227.0,3143590.34589,-1311363.34589,Sim,1311363.34589
2992,"2024-07-19",81,14,1624575.05,2935921.1096179998,-1311346.0596179997,Sim,1311346.0596179997
1409,"2024-07-22",100,15,1490553.8,2800072.6223400002,-1309518.8223400002,Sim,1309518.8223400002
5594,"2024-08-29",81,15,1832227.0,3139958.63637,-1307731.63637,Sim,1307731.63637
2405,"2024-10-03",57,15,1692766.05,2997269.19975,-1304503.14975,Sim,1304503.14975
7455,"2024-12-19",74,15,1233459.1,2535622.61589,-1302163.51589,Sim,1302163.51589
4517,"2024-10-29",64,14,1483024.1,2785062.33992,-1302038.23992,Sim,1302038.23992
4517,"2024-10-29",64,14,1483024.1,2778209.8825600003,-1295185.7825600002,Sim,1295185.7825600002
8938,"2024-08-14",54,14,1616412.65,2910229.9955120003,-1293817.3455120004,Sim,1293817.3455120004
8218,"2024-06-27",100,15,1490553.8,2781488.7380700004,-1290934.9380700004,Sim,1290934.9380700004
7396,"2023-04-24",63,13,1728477.5,3017802.62589,-1289325.1258899998,Sim,1289325.1258899998
2405,"2024-10-03",57,15,1692766.05,2981359.6829999997,-1288593.6329999997,Sim,1288593.6329999997
5392,"2023-01-30",63,15,1994396.75,3276316.1596200005,-1281919.4096200005,Sim,1281919.4096200005
1423,"2023-11-23",63,14,1861436.65,3143055.1879159994,-1281618.5379159995,Sim,1281618.5379159995
5894,"2024-08-29",91,14,1793983.8,3072009.5428679995,-1278025.7428679995,Sim,1278025.7428679995
5594,"2024-08-29",81,15,1832227.0,3104557.0768799996,-1272330.0768799996,Sim,1272330.0768799996
3911,"2023-08-07",76,15,2222973.0,3490466.4697499997,-1267493.4697499997,Sim,1267493.4697499997
4010,"2023-01-03",63,13,1728477.5,2995492.1218040003,-1267014.6218040003,Sim,1267014.6218040003
2992,"2024-07-19",81,14,1624575.05,2891588.464394,-1267013.4143939998,Sim,1267013.4143939998
963,"2024-11-18",100,15,1569004.0,2833829.12358,-1264825.12358,Sim,1264825.12358
5192,"2024-08-02",54,13,1579953.0,2844361.2829320002,-1264408.2829320002,Sim,1264408.2829320002
2992,"2024-07-19",81,14,1624575.05,2888247.886202,-1263672.836202,Sim,1263672.836202
3648,"2024-12-12",63,11,1539534.0,2800988.107456,-1261454.107456,Sim,1261454.107456
9375,"2023-04-25",76,12,1689460.05,2950730.409276,-1261270.3592760002,Sim,1261270.3592760002
5159,"2024-12-05",76,10,1407882.9,2664238.084,-1256355.184,Sim,1256355.184
5392,"2023-01-30",63,15,1994396.75,3250236.8721900005,-1255840.1221900005,Sim,1255840.1221900005
8668,"2024-12-06",63,10,1329598.15,2584285.8011600003,-1254687.6511600004,Sim,1254687.6511600004
8554,"2023-01-09",73,12,1632023.05,2885278.594512,-1253255.5445120002,Sim,1253255.5445120002
5641,"2024-05-03",73,14,1904027.05,3154534.4518799996,-1250507.4018799996,Sim,1250507.4018799996
4275,"2024-09-23",54,13,1500955.35,2749162.495092,-1248207.1450919998,Sim,1248207.1450919998
1409,"2024-07-22",100,15,1490553.8,2735191.42428,-1244637.6242799999,Sim,1244637.6242799999
5068,"2023-07-07",76,14,2074775.0,3319136.890706,-1244361.890706,Sim,1244361.890706
4010,"2023-01-03",63,13,1728477.5,2971648.1774979997,-1243170.6774979997,Sim,1243170.6774979997
9526,"2023-02-27",54,15,1731870.9,2972673.6876,-1240802.7876,Sim,1240802.7876
3648,"2024-12-12",63,11,1539534.0,2778692.4038720005,-1239158.4038720005,Sim,1239158.4038720005
8668,"2024-12-06",63,10,1329598.15,2563715.03542,-1234116.8854200002,Sim,1234116.8854200002
2992,"2024-07-19",81,14,1624575.05,2855684.2472479995,-1231109.1972479995,Sim,1231109.1972479995
6866,"2024-12-30",99,11,1120936.35,2351701.1670900006,-1230764.8170900005,Sim,1230764.8170900005
8310,"2024-10-21",73,10,1360019.05,2590560.77104,-1230541.72104,Sim,1230541.72104
2816,"2024-02-27",63,13,1728477.5,2956963.43865,-1228485.93865,Sim,1228485.93865
8218,"2024-06-27",100,15,1490553.8,2717038.15194,-1226484.3519399997,Sim,1226484.3519399997
963,"2024-11-18",100,15,1569004.0,2793709.78614,-1224705.78614,Sim,1224705.78614
5255,"2024-10-29",63,10,1399577.0,2621682.6236,-1222105.6236,Sim,1222105.6236
8878,"2024-12-19",71,10,1301741.0,2518487.7116099996,-1216746.7116099996,Sim,1216746.7116099996
6866,"2024-12-30",99,11,1120936.35,2335539.449859,-1214603.0998589997,Sim,1214603.0998589997
603,"2024-12-23",97,10,1353351.0,2564672.8182800002,-1211321.8182800002,Sim,1211321.8182800002
6031,"2024-10-24",78,13,1503755.0,2713930.765533,-1210175.7655330002,Sim,1210175.7655330002
684,"2024-08-08",63,12,1679492.0,2889181.2055680007,-1209689.2055680007,Sim,1209689.2055680007
3145,"2024-12-18",76,8,1185586.0,2395113.386432,-1209527.386432,Sim,1209527.386432
5781,"2024-11-27",54,12,1458418.0,2667900.260568,-1209482.260568,Sim,1209482.260568
5159,"2024-12-05",76,10,1407882.9,2617071.0870999997,-1209188.1870999997,Sim,1209188.1870999997
6352,"2024-04-17",76,13,1830248.15,3036423.0052,-1206174.8552,Sim,1206174.8552
1409,"2024-07-22",100,15,1490553.8,2696468.52924,-1205914.72924,Sim,1205914.72924
3188,"2023-06-05",63,14,1959407.0,3162646.6908960002,-1203239.6908960002,Sim,1203239.6908960002
4804,"2024-01-03",63,14,1959407.0,3161105.064432,-1201698.0644319998,Sim,1201698.0644319998
4929,"2023-01-05",73,11,1496021.05,2697718.5084079998,-1201697.4584079997,Sim,1201697.4584079997
8861,"2023-04-12",76,13,1926577.0,3126076.9308080003,-1199499.9308080003,Sim,1199499.9308080003
4145,"2024-05-21",76,12,1778379.0,2975449.546524,-1197070.546524,Sim,1197070.546524
9837,"2024-08-14",57,15,1781859.0,2978252.7971699997,-1196393.7971699997,Sim,1196393.7971699997
3026,"2024-12-31",99,15,1528550.0,2724103.61217,-1195553.61217,Sim,1195553.61217
8554,"2023-01-09",73,12,1632023.05,2826572.3022600003,-1194549.2522600002,Sim,1194549.2522600002
9375,"2023-04-25",76,12,1689460.05,2883705.03054,-1194244.9805400001,Sim,1194244.9805400001
5836,"2024-09-09",99,13,1324743.65,2517795.48033,-1193051.8303300003,Sim,1193051.8303300003
6866,"2024-12-30",99,11,1120936.35,2312110.5112710004,-1191174.1612710003,Sim,1191174.1612710003
4076,"2023-11-30",76,13,1926577.0,3117171.628415,-1190594.6284150002,Sim,1190594.6284150002
1547,"2024-06-05",71,14,1822437.0,3012745.1502539995,-1190308.1502539995,Sim,1190308.1502539995
4358,"2024-12-24",73,12,1717919.0,2907498.3909,-1189579.3909,Sim,1189579.3909
8220,"2024-01-10",63,13,1728477.5,2916761.858062,-1188284.358062,Sim,1188284.358062
8218,"2024-06-27",100,15,1490553.8,2678572.25802,-1188018.45802,Sim,1188018.45802
5410,"2024-08-15",97,12,1542819.95,2729895.491628,-1187075.541628,Sim,1187075.541628
684,"2024-08-08",63,12,1679492.0,2866183.4900160003,-1186691.4900160003,Sim,1186691.4900160003
3978,"2023-03-02",76,13,1830248.15,3013911.264,-1183663.114,Sim,1183663.114
7596,"2024-05-09",73,13,1861079.0,3043691.0134280003,-1182612.0134280003,Sim,1182612.0134280003
9837,"2024-08-14",57,15,1781859.0,2962444.2195599996,-1180585.2195599996,Sim,1180585.2195599996
5736,"2024-07-17",100,14,1391182.85,2569780.18836,-1178597.33836,Sim,1178597.33836
8310,"2024-10-21",73,10,1360019.05,2537851.0542,-1177832.0042,Sim,1177832.0042
5836,"2024-09-09",99,13,1324743.65,2500492.304583,-1175748.654583,Sim,1175748.654583
503,"2024-11-27",54,11,1270038.85,2445575.2388540003,-1175536.3888540003,Sim,1175536.3888540003
2652,"2024-05-16",81,15,1740615.65,2913538.2345,-1172922.5844999999,Sim,1172922.5844999999
8950,"2023-09-13",76,15,2111824.35,3283344.354,-1171520.0039999997,Sim,1171520.0039999997
4186,"2024-06-25",97,12,1542819.95,2711863.0261200005,-1169043.0761200006,Sim,1169043.0761200006
5068,"2023-07-07",76,14,2074775.0,3243743.21649,-1168968.21649,Sim,1168968.21649
2744,"2024-02-09",73,13,1768025.05,2933927.644388,-1165902.594388,Sim,1165902.594388
2652,"2024-05-16",81,15,1740615.65,2905427.8332,-1164812.1832000003,Sim,1164812.1832000003
6038,"2024-07-24",71,11,1360319.25,2524172.950926,-1163853.7009259998,Sim,1163853.7009259998
2652,"2024-05-16",81,15,1740615.65,2903632.10145,-1163016.45145,Sim,1163016.45145
9188,"2024-08-07",64,13,1377093.4,2538742.591918,-1161649.191918,Sim,1161649.191918
9188,"2024-08-07",64,13,1377093.4,2532496.187624,-1155402.787624,Sim,1155402.787624
3145,"2024-12-18",76,8,1185586.0,2340708.76128,-1155122.7612800002,Sim,1155122.7612800002
3016,"2024-06-21",91,15,2023290.0,3178021.46136,-1154731.46136,Sim,1154731.46136
4517,"2024-10-29",64,14,1483024.1,2637180.1344000003,-1154156.0344000002,Sim,1154156.0344000002
4245,"2024-11-28",99,11,1120936.35,2273770.65993,-1152834.30993,Sim,1152834.30993
6352,"2024-04-17",76,13,1830248.15,2982666.9406300006,-1152418.7906300006,Sim,1152418.7906300006
5836,"2024-09-09",99,13,1324743.65,2475408.643227,-1150664.9932269999,Sim,1150664.9932269999
6866,"2024-12-30",99,11,1120936.35,2270721.6115320004,-1149785.2615320003,Sim,1149785.2615320003
4929,"2023-01-05",73,11,1496021.05,2642828.47059,-1146807.42059,Sim,1146807.42059
7060,"2024-10-10",100,13,1291812.85,2436375.766734,-1144562.9167339997,Sim,1144562.9167339997
4245,"2024-11-28",99,11,1120936.35,2258144.5085429996,-1137208.1585429995,Sim,1137208.1585429995
4358,"2024-12-24",73,12,1717919.0,2854432.571256,-1136513.571256,Sim,1136513.571256
5701,"2023-04-11",54,15,1731870.9,2867863.48368,-1135992.5836800002,Sim,1135992.5836800002
9192,"2024-02-23",76,14,1971036.25,3106833.9624,-1135797.7124,Sim,1135797.7124
9201,"2023-12-28",76,13,1926577.0,3057676.629449,-1131099.6294490001,Sim,1131099.6294490001
4508,"2023-04-19",71,15,1952611.0,3082918.7596050003,-1130307.7596050003,Sim,1130307.7596050003
3978,"2023-03-02",76,13,1830248.15,2960553.7416000003,-1130305.5916000004,Sim,1130305.5916000004
4145,"2024-05-21",76,12,1778379.0,2907862.67646,-1129483.6764600002,Sim,1129483.6764600002
5327,"2024-09-27",76,12,1778379.0,2907660.4752,-1129281.4752000002,Sim,1129281.4752000002
8861,"2023-04-12",76,13,1926577.0,3055068.5833200007,-1128491.5833200007,Sim,1128491.5833200007
490,"2024-07-24",73,10,1431599.0,2557786.10088,-1126187.1008799998,Sim,1126187.1008799998
2937,"2024-01-30",76,14,1971036.25,3093559.2912,-1122523.0411999999,Sim,1122523.0411999999
7596,"2024-05-09",73,13,1861079.0,2981761.5295650004,-1120682.5295650004,Sim,1120682.5295650004
6738,"2024-10-25",71,11,1431915.0,2552081.937339,-1120166.937339,Sim,1120166.937339
4076,"2023-11-30",76,13,1926577.0,3046365.5634750007,-1119788.5634750007,Sim,1119788.5634750007
8607,"2024-12-19",57,13,1467063.15,2586314.363841,-1119251.213841,Sim,1119251.213841
2652,"2024-05-16",81,15,1740615.65,2859787.0228500003,-1119171.3728500004,Sim,1119171.3728500004
5736,"2024-07-17",100,14,1391182.85,2510235.15512,-1119052.3051199997,Sim,1119052.3051199997
2652,"2024-05-16",81,15,1740615.65,2856483.18405,-1115867.53405,Sim,1115867.53405
5594,"2024-08-29",81,15,1832227.0,2947862.67516,-1115635.67516,Sim,1115635.67516
1052,"2024-12-30",99,15,1609000.0,2724103.61217,-1115103.61217,Sim,1115103.61217
4245,"2024-11-28",99,11,1120936.35,2235491.956467,-1114555.6064669997,Sim,1114555.6064669997
8950,"2023-09-13",76,15,2111824.35,3225216.8563499996,-1113392.5063499995,Sim,1113392.5063499995
1414,"2024-12-11",72,13,1295640.0,2405448.43968,-1109808.4396799998,Sim,1109808.4396799998
6866,"2024-12-30",99,11,1120936.35,2227931.580072,-1106995.230072,Sim,1106995.230072
5836,"2024-09-09",99,13,1324743.65,2431096.557084,-1106352.9070840003,Sim,1106352.9070840003
2744,"2024-02-09",73,13,1768025.05,2874231.4978650003,-1106206.4478650002,Sim,1106206.4478650002
5772,"2023-03-06",73,14,1904027.05,3006589.7476999997,-1102562.6976999997,Sim,1102562.6976999997
963,"2024-11-18",100,15,1569004.0,2669836.8387599997,-1100832.8387599997,Sim,1100832.8387599997
1564,"2024-09-25",72,15,1420221.5,2518579.60992,-1098358.1099200002,Sim,1098358.1099200002
9624,"2024-07-24",81,12,1465782.0,2561595.0904800002,-1095813.0904800002,Sim,1095813.0904800002
7018,"2023-03-08",64,15,1588953.85,2683559.1491099996,-1094605.2991099996,Sim,1094605.2991099996
2281,"2023-01-31",57,15,1692766.05,2786504.071155,-1093738.021155,Sim,1093738.021155
7396,"2023-04-24",63,13,1728477.5,2819191.6498200004,-1090714.1498200004,Sim,1090714.1498200004
328,"2024-07-26",78,12,1388082.05,2477871.43794,-1089789.38794,Sim,1089789.38794
9624,"2024-07-24",81,12,1465782.0,2554464.3914880003,-1088682.3914880003,Sim,1088682.3914880003
7060,"2024-10-10",100,13,1291812.85,2379921.881428,-1088109.031428,Sim,1088109.031428
7018,"2023-03-08",64,15,1588953.85,2676956.43348,-1088002.58348,Sim,1088002.58348
9624,"2024-07-24",81,12,1465782.0,2552885.5765679996,-1087103.5765679996,Sim,1087103.5765679996
2992,"2024-07-19",81,14,1624575.05,2711551.050936,-1086976.000936,Sim,1086976.000936
1409,"2024-07-22",100,15,1490553.8,2576907.2541599995,-1086353.4541599995,Sim,1086353.4541599995
2652,"2024-05-16",81,15,1740615.65,2824277.6772,-1083662.0272,Sim,1083662.0272
5736,"2024-07-17",100,14,1391182.85,2474697.0309599997,-1083514.1809599996,Sim,1083514.1809599996
1414,"2024-12-11",72,13,1295640.0,2377495.48816,-1081855.4881600002,Sim,1081855.4881600002
9192,"2024-02-23",76,14,1971036.25,3051831.36006,-1080795.1100599999,Sim,1080795.1100599999
9991,"2024-09-10",64,12,1271163.65,2350180.962096,-1079017.3120960002,Sim,1079017.3120960002
2281,"2023-01-31",57,15,1692766.05,2771713.29654,-1078947.24654,Sim,1078947.24654
5327,"2024-09-27",76,12,1778379.0,2856183.9898800002,-1077804.9898800002,Sim,1077804.9898800002
1423,"2023-11-23",63,14,1861436.65,2936200.951208,-1074764.3012080002,Sim,1074764.3012080002
4245,"2024-11-28",99,11,1120936.35,2195474.5991640002,-1074538.2491640002,Sim,1074538.2491640002
490,"2024-07-24",73,10,1431599.0,2505743.2449,-1074144.2448999998,Sim,1074144.2448999998
9991,"2024-09-10",64,12,1271163.65,2344398.500928,-1073234.8509280002,Sim,1073234.8509280002
3069,"2024-12-12",90,15,1186460.0,2257838.76408,-1071378.76408,Sim,1071378.76408
5119,"2024-07-30",76,13,1830248.15,2900717.8614959996,-1070469.7114959997,Sim,1070469.7114959997
8218,"2024-06-27",100,15,1490553.8,2559804.50268,-1069250.7026799999,Sim,1069250.7026799999
1564,"2024-09-25",72,15,1420221.5,2489311.99704,-1069090.4970399998,Sim,1069090.4970399998
7396,"2023-04-24",63,13,1728477.5,2796751.04709,-1068273.54709,Sim,1068273.54709
2937,"2024-01-30",76,14,1971036.25,3038791.70028,-1067755.45028,Sim,1067755.45028
1598,"2024-07-19",76,15,2222973.0,3288428.3138699993,-1065455.3138699993,Sim,1065455.3138699993
8884,"2024-04-24",99,15,1609000.0,2671843.9164000005,-1062843.9164000005,Sim,1062843.9164000005
9201,"2023-12-28",76,13,1926577.0,2988221.9840850006,-1061644.9840850006,Sim,1061644.9840850006
5836,"2024-09-09",99,13,1324743.65,2385284.381064,-1060540.7310640002,Sim,1060540.7310640002
4113,"2024-08-22",72,15,1494970.0,2554838.02728,-1059868.02728,Sim,1059868.02728
9265,"2023-01-26",78,15,1735101.85,2794873.541895,-1059771.6918949997,Sim,1059771.6918949997
9131,"2023-12-12",73,13,1861079.0,2919705.616464,-1058626.6164640002,Sim,1058626.6164640002
2277,"2023-12-06",97,14,1799956.45,2857363.210646,-1057406.7606460003,Sim,1057406.7606460003
3243,"2023-08-31",81,15,1740615.65,2796985.33965,-1056369.68965,Sim,1056369.68965
7270,"2024-04-22",100,14,1391182.85,2446297.244244,-1055114.3942439999,Sim,1055114.3942439999
7060,"2024-10-10",100,13,1291812.85,2346228.639924,-1054415.789924,Sim,1054415.789924
1512,"2024-05-21",73,11,1496021.05,2548466.655196,-1052445.6051959998,Sim,1052445.6051959998
1423,"2023-11-23",63,14,1861436.65,2912828.9611959998,-1051392.3111959998,Sim,1051392.3111959998
3911,"2023-08-07",76,15,2222973.0,3272593.7399999998,-1049620.7399999998,Sim,1049620.7399999998
5255,"2024-10-29",63,10,1399577.0,2449141.5368000004,-1049564.5368000004,Sim,1049564.5368000004
3243,"2023-08-31",81,15,1740615.65,2789199.3860400002,-1048583.7360400003,Sim,1048583.7360400003
9624,"2024-07-24",81,12,1465782.0,2514336.798744,-1048554.798744,Sim,1048554.798744
3243,"2023-08-31",81,15,1740615.65,2787475.4905649996,-1046859.8405649997,Sim,1046859.8405649997
9624,"2024-07-24",81,12,1465782.0,2511432.049752,-1045650.0497519998,Sim,1045650.0497519998
8884,"2024-04-24",99,15,1609000.0,2653482.0656399997,-1044482.0656399997,Sim,1044482.0656399997
3069,"2024-12-12",90,15,1186460.0,2224982.27856,-1038522.27856,Sim,1038522.27856
5894,"2024-08-29",91,14,1793983.8,2831249.632176,-1037265.8321760001,Sim,1037265.8321760001
179,"2024-09-27",76,14,1971036.25,3007752.770204,-1036716.5202040002,Sim,1036716.5202040002
3069,"2024-12-12",90,15,1186460.0,2221615.6272,-1035155.6272,Sim,1035155.6272
2816,"2024-02-27",63,13,1728477.5,2762356.4787,-1033878.9786999999,Sim,1033878.9786999999
4245,"2024-11-28",99,11,1120936.35,2154102.540744,-1033166.190744,Sim,1033166.190744
773,"2024-04-04",76,10,1407882.9,2440674.72077,-1032791.8207700001,Sim,1032791.8207700001
8938,"2024-08-14",54,14,1616412.65,2647363.0343719996,-1030950.3843719997,Sim,1030950.3843719997
2125,"2024-08-09",78,12,1388082.05,2418628.96134,-1030546.9113399999,Sim,1030546.9113399999
4113,"2024-08-22",72,15,1494970.0,2525149.0668599997,-1030179.0668599997,Sim,1030179.0668599997
5255,"2024-10-29",63,10,1399577.0,2429646.5116000003,-1030069.5116000003,Sim,1030069.5116000003
5641,"2024-05-03",73,14,1904027.05,2931265.9098799997,-1027238.8598799997,Sim,1027238.8598799997
9188,"2024-08-07",64,13,1377093.4,2403939.55776,-1026846.1577600003,Sim,1026846.1577600003
74,"2024-09-25",54,11,1270038.85,2296426.657184,-1026387.807184,Sim,1026387.807184
8884,"2024-04-24",99,15,1609000.0,2626863.68916,-1017863.6891600001,Sim,1017863.6891600001
9624,"2024-07-24",81,12,1465782.0,2483116.832448,-1017334.8324480001,Sim,1017334.8324480001
8801,"2024-11-26",57,11,1306696.0,2323826.25321,-1017130.2532100002,Sim,1017130.2532100002
4358,"2024-12-24",73,12,1717919.0,2734814.5910639996,-1016895.5910639996,Sim,1016895.5910639996
